id,file_path,subject,user,activity,num_sub,c_freq,environment,device,session,is_multi_subject,label,distance
Human_U01_jumping_E01_AmazonPlug_56_3006,./sub_Human/user_U01/act_jumping/env_E01/device_AmazonPlug/session_3006__freq56_2G.h5,Human,U01,jumping,56,2G,E01,AmazonPlug,3006,False,jumping,1.5
Human_U01_jumping_E01_AmazonPlug_56_3007,./sub_Human/user_U01/act_jumping/env_E01/device_AmazonPlug/session_3007__freq56_2G.h5,Human,U01,jumping,56,2G,E01,AmazonPlug,3007,False,jumping,1.5
Human_U01_jumping_E01_AmazonPlug_56_3008,./sub_Human/user_U01/act_jumping/env_E01/device_AmazonPlug/session_3008__freq56_2G.h5,Human,U01,jumping,56,2G,E01,AmazonPlug,3008,False,jumping,1.5
Human_U01_jumping_E01_AmazonPlug_56_3009,./sub_Human/user_U01/act_jumping/env_E01/device_AmazonPlug/session_3009__freq56_2G.h5,Human,U01,jumping,56,2G,E01,AmazonPlug,3009,False,jumping,1.5
Human_U01_jumping_E01_AmazonPlug_56_3010,./sub_Human/user_U01/act_jumping/env_E01/device_AmazonPlug/session_3010__freq56_2G.h5,Human,U01,jumping,56,2G,E01,AmazonPlug,3010,False,jumping,1.5
Human_U01_jumping_E01_AmazonPlug_56_3011,./sub_Human/user_U01/act_jumping/env_E01/device_AmazonPlug/session_3011__freq56_2G.h5,Human,U01,jumping,56,2G,E01,AmazonPlug,3011,False,jumping,1.5
Human_U01_jumping_E01_AmazonPlug_56_4000,./sub_Human/user_U01/act_jumping/env_E01/device_AmazonPlug/session_4000__freq56_2G.h5,Human,U01,jumping,56,2G,E01,AmazonPlug,4000,False,jumping,1.5
Human_U01_jumping_E01_AmazonPlug_56_4001,./sub_Human/user_U01/act_jumping/env_E01/device_AmazonPlug/session_4001__freq56_2G.h5,Human,U01,jumping,56,2G,E01,AmazonPlug,4001,False,jumping,1.5
Human_U01_jumping_E01_AmazonPlug_56_4002,./sub_Human/user_U01/act_jumping/env_E01/device_AmazonPlug/session_4002__freq56_2G.h5,Human,U01,jumping,56,2G,E01,AmazonPlug,4002,False,jumping,1.5
Human_U01_jumping_E01_AmazonPlug_56_4003,./sub_Human/user_U01/act_jumping/env_E01/device_AmazonPlug/session_4003__freq56_2G.h5,Human,U01,jumping,56,2G,E01,AmazonPlug,4003,False,jumping,1.5
Human_U01_jumping_E01_AmazonPlug_56_4004,./sub_Human/user_U01/act_jumping/env_E01/device_AmazonPlug/session_4004__freq56_2G.h5,Human,U01,jumping,56,2G,E01,AmazonPlug,4004,False,jumping,1.5
Human_U01_jumping_E01_AmazonPlug_56_4005,./sub_Human/user_U01/act_jumping/env_E01/device_AmazonPlug/session_4005__freq56_2G.h5,Human,U01,jumping,56,2G,E01,AmazonPlug,4005,False,jumping,1.5
Human_U01_jumping_E01_AmazonPlug_56_4006,./sub_Human/user_U01/act_jumping/env_E01/device_AmazonPlug/session_4006__freq56_2G.h5,Human,U01,jumping,56,2G,E01,AmazonPlug,4006,False,jumping,1.5
Human_U01_jumping_E01_AmazonPlug_56_4007,./sub_Human/user_U01/act_jumping/env_E01/device_AmazonPlug/session_4007__freq56_2G.h5,Human,U01,jumping,56,2G,E01,AmazonPlug,4007,False,jumping,1.5
Human_U01_jumping_E01_AmazonPlug_56_4008,./sub_Human/user_U01/act_jumping/env_E01/device_AmazonPlug/session_4008__freq56_2G.h5,Human,U01,jumping,56,2G,E01,AmazonPlug,4008,False,jumping,1.5
Human_U01_jumping_E01_AmazonPlug_56_4009,./sub_Human/user_U01/act_jumping/env_E01/device_AmazonPlug/session_4009__freq56_2G.h5,Human,U01,jumping,56,2G,E01,AmazonPlug,4009,False,jumping,1.5
Human_U01_jumping_E01_AmazonPlug_56_4010,./sub_Human/user_U01/act_jumping/env_E01/device_AmazonPlug/session_4010__freq56_2G.h5,Human,U01,jumping,56,2G,E01,AmazonPlug,4010,False,jumping,1.5
Human_U01_jumping_E01_AmazonPlug_56_4011,./sub_Human/user_U01/act_jumping/env_E01/device_AmazonPlug/session_4011__freq56_2G.h5,Human,U01,jumping,56,2G,E01,AmazonPlug,4011,False,jumping,1.5
Human_U01_jumping_E01_AmazonPlug_56_4012,./sub_Human/user_U01/act_jumping/env_E01/device_AmazonPlug/session_4012__freq56_2G.h5,Human,U01,jumping,56,2G,E01,AmazonPlug,4012,False,jumping,1.5
Human_U01_jumping_E01_AmazonPlug_56_4013,./sub_Human/user_U01/act_jumping/env_E01/device_AmazonPlug/session_4013__freq56_2G.h5,Human,U01,jumping,56,2G,E01,AmazonPlug,4013,False,jumping,1.5
Human_U01_jumping_E01_AmazonPlug_56_5000,./sub_Human/user_U01/act_jumping/env_E01/device_AmazonPlug/session_5000__freq56_2G.h5,Human,U01,jumping,56,2G,E01,AmazonPlug,5000,False,jumping,1.5
Human_U01_jumping_E01_AmazonPlug_56_5001,./sub_Human/user_U01/act_jumping/env_E01/device_AmazonPlug/session_5001__freq56_2G.h5,Human,U01,jumping,56,2G,E01,AmazonPlug,5001,False,jumping,1.5
Human_U01_jumping_E01_AmazonPlug_56_5002,./sub_Human/user_U01/act_jumping/env_E01/device_AmazonPlug/session_5002__freq56_2G.h5,Human,U01,jumping,56,2G,E01,AmazonPlug,5002,False,jumping,1.5
Human_U01_jumping_E01_AmazonPlug_56_5003,./sub_Human/user_U01/act_jumping/env_E01/device_AmazonPlug/session_5003__freq56_2G.h5,Human,U01,jumping,56,2G,E01,AmazonPlug,5003,False,jumping,1.5
Human_U01_jumping_E01_AmazonPlug_56_5004,./sub_Human/user_U01/act_jumping/env_E01/device_AmazonPlug/session_5004__freq56_2G.h5,Human,U01,jumping,56,2G,E01,AmazonPlug,5004,False,jumping,1.5
Human_U01_jumping_E01_AmazonPlug_56_5005,./sub_Human/user_U01/act_jumping/env_E01/device_AmazonPlug/session_5005__freq56_2G.h5,Human,U01,jumping,56,2G,E01,AmazonPlug,5005,False,jumping,1.5
Human_U01_jumping_E01_AmazonPlug_56_5006,./sub_Human/user_U01/act_jumping/env_E01/device_AmazonPlug/session_5006__freq56_2G.h5,Human,U01,jumping,56,2G,E01,AmazonPlug,5006,False,jumping,1.5
Human_U01_jumping_E01_AmazonPlug_56_5007,./sub_Human/user_U01/act_jumping/env_E01/device_AmazonPlug/session_5007__freq56_2G.h5,Human,U01,jumping,56,2G,E01,AmazonPlug,5007,False,jumping,1.5
Human_U01_jumping_E01_AmazonPlug_56_5008,./sub_Human/user_U01/act_jumping/env_E01/device_AmazonPlug/session_5008__freq56_2G.h5,Human,U01,jumping,56,2G,E01,AmazonPlug,5008,False,jumping,1.5
Human_U01_jumping_E01_AmazonPlug_56_5009,./sub_Human/user_U01/act_jumping/env_E01/device_AmazonPlug/session_5009__freq56_2G.h5,Human,U01,jumping,56,2G,E01,AmazonPlug,5009,False,jumping,1.5
Human_U01_jumping_E01_AmazonPlug_56_5010,./sub_Human/user_U01/act_jumping/env_E01/device_AmazonPlug/session_5010__freq56_2G.h5,Human,U01,jumping,56,2G,E01,AmazonPlug,5010,False,jumping,1.5
Human_U01_jumping_E01_AmazonPlug_56_5011,./sub_Human/user_U01/act_jumping/env_E01/device_AmazonPlug/session_5011__freq56_2G.h5,Human,U01,jumping,56,2G,E01,AmazonPlug,5011,False,jumping,1.5
Human_U01_jumping_E01_AmazonPlug_56_5012,./sub_Human/user_U01/act_jumping/env_E01/device_AmazonPlug/session_5012__freq56_2G.h5,Human,U01,jumping,56,2G,E01,AmazonPlug,5012,False,jumping,1.5
Human_U01_jumping_E01_AppleHomePod_56_10000,./sub_Human/user_U01/act_jumping/env_E01/device_AppleHomePod/session_10000__freq56_5G.h5,Human,U01,jumping,56,5G,E01,AppleHomePod,10000,False,jumping,1.5
Human_U01_jumping_E01_AppleHomePod_56_10001,./sub_Human/user_U01/act_jumping/env_E01/device_AppleHomePod/session_10001__freq56_5G.h5,Human,U01,jumping,56,5G,E01,AppleHomePod,10001,False,jumping,1.5
Human_U01_jumping_E01_AppleHomePod_56_10002,./sub_Human/user_U01/act_jumping/env_E01/device_AppleHomePod/session_10002__freq56_5G.h5,Human,U01,jumping,56,5G,E01,AppleHomePod,10002,False,jumping,1.5
Human_U01_jumping_E01_AppleHomePod_56_10003,./sub_Human/user_U01/act_jumping/env_E01/device_AppleHomePod/session_10003__freq56_5G.h5,Human,U01,jumping,56,5G,E01,AppleHomePod,10003,False,jumping,1.5
Human_U01_jumping_E01_AppleHomePod_56_10004,./sub_Human/user_U01/act_jumping/env_E01/device_AppleHomePod/session_10004__freq56_5G.h5,Human,U01,jumping,56,5G,E01,AppleHomePod,10004,False,jumping,1.5
Human_U01_jumping_E01_AppleHomePod_56_10005,./sub_Human/user_U01/act_jumping/env_E01/device_AppleHomePod/session_10005__freq56_5G.h5,Human,U01,jumping,56,5G,E01,AppleHomePod,10005,False,jumping,1.5
Human_U01_jumping_E01_AppleHomePod_56_10006,./sub_Human/user_U01/act_jumping/env_E01/device_AppleHomePod/session_10006__freq56_5G.h5,Human,U01,jumping,56,5G,E01,AppleHomePod,10006,False,jumping,1.5
Human_U01_jumping_E01_AppleHomePod_56_10007,./sub_Human/user_U01/act_jumping/env_E01/device_AppleHomePod/session_10007__freq56_5G.h5,Human,U01,jumping,56,5G,E01,AppleHomePod,10007,False,jumping,1.5
Human_U01_jumping_E01_AppleHomePod_56_10008,./sub_Human/user_U01/act_jumping/env_E01/device_AppleHomePod/session_10008__freq56_5G.h5,Human,U01,jumping,56,5G,E01,AppleHomePod,10008,False,jumping,1.5
Human_U01_jumping_E01_AppleHomePod_56_10009,./sub_Human/user_U01/act_jumping/env_E01/device_AppleHomePod/session_10009__freq56_5G.h5,Human,U01,jumping,56,5G,E01,AppleHomePod,10009,False,jumping,1.5
Human_U01_jumping_E01_AppleHomePod_56_10010,./sub_Human/user_U01/act_jumping/env_E01/device_AppleHomePod/session_10010__freq56_5G.h5,Human,U01,jumping,56,5G,E01,AppleHomePod,10010,False,jumping,1.5
Human_U01_jumping_E01_AppleHomePod_56_10011,./sub_Human/user_U01/act_jumping/env_E01/device_AppleHomePod/session_10011__freq56_5G.h5,Human,U01,jumping,56,5G,E01,AppleHomePod,10011,False,jumping,1.5
Human_U01_jumping_E01_AppleHomePod_56_10012,./sub_Human/user_U01/act_jumping/env_E01/device_AppleHomePod/session_10012__freq56_5G.h5,Human,U01,jumping,56,5G,E01,AppleHomePod,10012,False,jumping,1.5
Human_U01_jumping_E01_AppleHomePod_56_6000,./sub_Human/user_U01/act_jumping/env_E01/device_AppleHomePod/session_6000__freq56_5G.h5,Human,U01,jumping,56,5G,E01,AppleHomePod,6000,False,jumping,1.5
Human_U01_jumping_E01_AppleHomePod_56_6001,./sub_Human/user_U01/act_jumping/env_E01/device_AppleHomePod/session_6001__freq56_5G.h5,Human,U01,jumping,56,5G,E01,AppleHomePod,6001,False,jumping,1.5
Human_U01_jumping_E01_AppleHomePod_56_6002,./sub_Human/user_U01/act_jumping/env_E01/device_AppleHomePod/session_6002__freq56_5G.h5,Human,U01,jumping,56,5G,E01,AppleHomePod,6002,False,jumping,1.5
Human_U01_jumping_E01_AppleHomePod_56_6003,./sub_Human/user_U01/act_jumping/env_E01/device_AppleHomePod/session_6003__freq56_5G.h5,Human,U01,jumping,56,5G,E01,AppleHomePod,6003,False,jumping,1.5
Human_U01_jumping_E01_AppleHomePod_56_6004,./sub_Human/user_U01/act_jumping/env_E01/device_AppleHomePod/session_6004__freq56_5G.h5,Human,U01,jumping,56,5G,E01,AppleHomePod,6004,False,jumping,1.5
Human_U01_jumping_E01_AppleHomePod_56_6005,./sub_Human/user_U01/act_jumping/env_E01/device_AppleHomePod/session_6005__freq56_5G.h5,Human,U01,jumping,56,5G,E01,AppleHomePod,6005,False,jumping,1.5
Human_U01_jumping_E01_AppleHomePod_56_6006,./sub_Human/user_U01/act_jumping/env_E01/device_AppleHomePod/session_6006__freq56_5G.h5,Human,U01,jumping,56,5G,E01,AppleHomePod,6006,False,jumping,1.5
Human_U01_jumping_E01_AppleHomePod_56_6007,./sub_Human/user_U01/act_jumping/env_E01/device_AppleHomePod/session_6007__freq56_5G.h5,Human,U01,jumping,56,5G,E01,AppleHomePod,6007,False,jumping,1.5
Human_U01_jumping_E01_AppleHomePod_56_6008,./sub_Human/user_U01/act_jumping/env_E01/device_AppleHomePod/session_6008__freq56_5G.h5,Human,U01,jumping,56,5G,E01,AppleHomePod,6008,False,jumping,1.5
Human_U01_jumping_E01_AppleHomePod_56_6009,./sub_Human/user_U01/act_jumping/env_E01/device_AppleHomePod/session_6009__freq56_5G.h5,Human,U01,jumping,56,5G,E01,AppleHomePod,6009,False,jumping,1.5
Human_U01_jumping_E01_AppleHomePod_56_6010,./sub_Human/user_U01/act_jumping/env_E01/device_AppleHomePod/session_6010__freq56_5G.h5,Human,U01,jumping,56,5G,E01,AppleHomePod,6010,False,jumping,1.5
Human_U01_jumping_E01_AppleHomePod_56_6011,./sub_Human/user_U01/act_jumping/env_E01/device_AppleHomePod/session_6011__freq56_5G.h5,Human,U01,jumping,56,5G,E01,AppleHomePod,6011,False,jumping,1.5
Human_U01_jumping_E01_AppleHomePod_56_6012,./sub_Human/user_U01/act_jumping/env_E01/device_AppleHomePod/session_6012__freq56_5G.h5,Human,U01,jumping,56,5G,E01,AppleHomePod,6012,False,jumping,1.5
Human_U01_jumping_E01_AppleHomePod_56_6013,./sub_Human/user_U01/act_jumping/env_E01/device_AppleHomePod/session_6013__freq56_5G.h5,Human,U01,jumping,56,5G,E01,AppleHomePod,6013,False,jumping,1.5
Human_U01_jumping_E01_AppleHomePod_56_7000,./sub_Human/user_U01/act_jumping/env_E01/device_AppleHomePod/session_7000__freq56_5G.h5,Human,U01,jumping,56,5G,E01,AppleHomePod,7000,False,jumping,1.5
Human_U01_jumping_E01_AppleHomePod_56_7001,./sub_Human/user_U01/act_jumping/env_E01/device_AppleHomePod/session_7001__freq56_5G.h5,Human,U01,jumping,56,5G,E01,AppleHomePod,7001,False,jumping,1.5
Human_U01_jumping_E01_AppleHomePod_56_7002,./sub_Human/user_U01/act_jumping/env_E01/device_AppleHomePod/session_7002__freq56_5G.h5,Human,U01,jumping,56,5G,E01,AppleHomePod,7002,False,jumping,1.5
Human_U01_jumping_E01_AppleHomePod_56_7003,./sub_Human/user_U01/act_jumping/env_E01/device_AppleHomePod/session_7003__freq56_5G.h5,Human,U01,jumping,56,5G,E01,AppleHomePod,7003,False,jumping,1.5
Human_U01_jumping_E01_AppleHomePod_56_7004,./sub_Human/user_U01/act_jumping/env_E01/device_AppleHomePod/session_7004__freq56_5G.h5,Human,U01,jumping,56,5G,E01,AppleHomePod,7004,False,jumping,1.5
Human_U01_jumping_E01_AppleHomePod_56_7005,./sub_Human/user_U01/act_jumping/env_E01/device_AppleHomePod/session_7005__freq56_5G.h5,Human,U01,jumping,56,5G,E01,AppleHomePod,7005,False,jumping,1.5
Human_U01_jumping_E01_AppleHomePod_56_7006,./sub_Human/user_U01/act_jumping/env_E01/device_AppleHomePod/session_7006__freq56_5G.h5,Human,U01,jumping,56,5G,E01,AppleHomePod,7006,False,jumping,1.5
Human_U01_jumping_E01_AppleHomePod_56_7007,./sub_Human/user_U01/act_jumping/env_E01/device_AppleHomePod/session_7007__freq56_5G.h5,Human,U01,jumping,56,5G,E01,AppleHomePod,7007,False,jumping,1.5
Human_U01_jumping_E01_AppleHomePod_56_7008,./sub_Human/user_U01/act_jumping/env_E01/device_AppleHomePod/session_7008__freq56_5G.h5,Human,U01,jumping,56,5G,E01,AppleHomePod,7008,False,jumping,1.5
Human_U01_jumping_E01_AppleHomePod_56_7009,./sub_Human/user_U01/act_jumping/env_E01/device_AppleHomePod/session_7009__freq56_5G.h5,Human,U01,jumping,56,5G,E01,AppleHomePod,7009,False,jumping,1.5
Human_U01_jumping_E01_AppleHomePod_56_7010,./sub_Human/user_U01/act_jumping/env_E01/device_AppleHomePod/session_7010__freq56_5G.h5,Human,U01,jumping,56,5G,E01,AppleHomePod,7010,False,jumping,1.5
Human_U01_jumping_E01_AppleHomePod_56_7011,./sub_Human/user_U01/act_jumping/env_E01/device_AppleHomePod/session_7011__freq56_5G.h5,Human,U01,jumping,56,5G,E01,AppleHomePod,7011,False,jumping,1.5
Human_U01_jumping_E01_AppleHomePod_56_7012,./sub_Human/user_U01/act_jumping/env_E01/device_AppleHomePod/session_7012__freq56_5G.h5,Human,U01,jumping,56,5G,E01,AppleHomePod,7012,False,jumping,1.5
Human_U01_jumping_E01_AppleHomePod_56_8000,./sub_Human/user_U01/act_jumping/env_E01/device_AppleHomePod/session_8000__freq56_5G.h5,Human,U01,jumping,56,5G,E01,AppleHomePod,8000,False,jumping,1.5
Human_U01_jumping_E01_AppleHomePod_56_8001,./sub_Human/user_U01/act_jumping/env_E01/device_AppleHomePod/session_8001__freq56_5G.h5,Human,U01,jumping,56,5G,E01,AppleHomePod,8001,False,jumping,1.5
Human_U01_jumping_E01_AppleHomePod_56_8002,./sub_Human/user_U01/act_jumping/env_E01/device_AppleHomePod/session_8002__freq56_5G.h5,Human,U01,jumping,56,5G,E01,AppleHomePod,8002,False,jumping,1.5
Human_U01_jumping_E01_AppleHomePod_56_8003,./sub_Human/user_U01/act_jumping/env_E01/device_AppleHomePod/session_8003__freq56_5G.h5,Human,U01,jumping,56,5G,E01,AppleHomePod,8003,False,jumping,1.5
Human_U01_jumping_E01_AppleHomePod_56_8004,./sub_Human/user_U01/act_jumping/env_E01/device_AppleHomePod/session_8004__freq56_5G.h5,Human,U01,jumping,56,5G,E01,AppleHomePod,8004,False,jumping,1.5
Human_U01_jumping_E01_AppleHomePod_56_8005,./sub_Human/user_U01/act_jumping/env_E01/device_AppleHomePod/session_8005__freq56_5G.h5,Human,U01,jumping,56,5G,E01,AppleHomePod,8005,False,jumping,1.5
Human_U01_jumping_E01_AppleHomePod_56_8006,./sub_Human/user_U01/act_jumping/env_E01/device_AppleHomePod/session_8006__freq56_5G.h5,Human,U01,jumping,56,5G,E01,AppleHomePod,8006,False,jumping,1.5
Human_U01_jumping_E01_AppleHomePod_56_8007,./sub_Human/user_U01/act_jumping/env_E01/device_AppleHomePod/session_8007__freq56_5G.h5,Human,U01,jumping,56,5G,E01,AppleHomePod,8007,False,jumping,1.5
Human_U01_jumping_E01_AppleHomePod_56_8008,./sub_Human/user_U01/act_jumping/env_E01/device_AppleHomePod/session_8008__freq56_5G.h5,Human,U01,jumping,56,5G,E01,AppleHomePod,8008,False,jumping,1.5
Human_U01_jumping_E01_AppleHomePod_56_8009,./sub_Human/user_U01/act_jumping/env_E01/device_AppleHomePod/session_8009__freq56_5G.h5,Human,U01,jumping,56,5G,E01,AppleHomePod,8009,False,jumping,1.5
Human_U01_jumping_E01_AppleHomePod_56_8010,./sub_Human/user_U01/act_jumping/env_E01/device_AppleHomePod/session_8010__freq56_5G.h5,Human,U01,jumping,56,5G,E01,AppleHomePod,8010,False,jumping,1.5
Human_U01_jumping_E01_AppleHomePod_56_8011,./sub_Human/user_U01/act_jumping/env_E01/device_AppleHomePod/session_8011__freq56_5G.h5,Human,U01,jumping,56,5G,E01,AppleHomePod,8011,False,jumping,1.5
Human_U01_jumping_E01_AppleHomePod_56_9000,./sub_Human/user_U01/act_jumping/env_E01/device_AppleHomePod/session_9000__freq56_5G.h5,Human,U01,jumping,56,5G,E01,AppleHomePod,9000,False,jumping,1.5
Human_U01_jumping_E01_AppleHomePod_56_9001,./sub_Human/user_U01/act_jumping/env_E01/device_AppleHomePod/session_9001__freq56_5G.h5,Human,U01,jumping,56,5G,E01,AppleHomePod,9001,False,jumping,1.5
Human_U01_jumping_E01_AppleHomePod_56_9002,./sub_Human/user_U01/act_jumping/env_E01/device_AppleHomePod/session_9002__freq56_5G.h5,Human,U01,jumping,56,5G,E01,AppleHomePod,9002,False,jumping,1.5
Human_U01_jumping_E01_AppleHomePod_56_9003,./sub_Human/user_U01/act_jumping/env_E01/device_AppleHomePod/session_9003__freq56_5G.h5,Human,U01,jumping,56,5G,E01,AppleHomePod,9003,False,jumping,1.5
Human_U01_jumping_E01_AppleHomePod_56_9004,./sub_Human/user_U01/act_jumping/env_E01/device_AppleHomePod/session_9004__freq56_5G.h5,Human,U01,jumping,56,5G,E01,AppleHomePod,9004,False,jumping,1.5
